timestamp	voltage	current	windSpeed	pitchAngle	rpm	temperature	ambientPressure	humidity	accelerationX	accelerationY	accelerationZ	currentSink
7036070	4010	0	0	-100	0	230	101300000	1000	0	0	-1	0
7043523	4011	0	0	-100	0	230	101300000	1000	0	0	-1	0
7056083	4013	0	0	-100	0	230	101300000	1000	0	0	-1	0
7068643	4006	0	0	-100	0	230	101300000	1000	0	0	-1	0
7081203	4006	3	0	-100	0	230	101300000	1000	0	0	-1	0
7093763	4007	4	0	-100	0	230	101300000	1000	0	0	-1	0
7106323	4007	0	0	-100	0	230	101300000	1000	0	0	-1	0
7118883	4009	0	0	-100	0	230	101300000	1000	0	0	-1	0
7131443	4009	0	0	-100	0	230	101300000	1000	0	0	-1	0
7144004	4005	3	0	-100	0	230	101300000	1000	0	0	-1	0
7156563	4012	0	0	-100	0	230	101300000	1000	0	0	-1	0
7169123	4007	0	0	-100	0	230	101300000	1000	0	0	-1	0
7181683	4004	1	0	-100	0	230	101300000	1000	0	0	-1	0
7194243	4002	3	0	-100	0	230	101300000	1000	0	0	-1	0
7206803	4005	4	0	-100	0	230	101300000	1000	0	0	-1	0
7219363	4005	0	0	-100	0	230	101300000	1000	0	0	-1	0
7231923	4006	0	0	-100	0	230	101300000	1000	0	0	-1	0
7244483	4008	0	0	-100	0	230	101300000	1000	0	0	-1	0
7257043	4011	0	0	-100	0	230	101300000	1000	0	0	-1	0
7269603	4011	0	0	-100	0	230	101300000	1000	0	0	-1	0
7282163	4011	3	0	-100	0	230	101300000	1000	0	0	-1	0
7294723	4006	4	0	-100	0	230	101300000	1000	0	0	-1	0
7307283	4007	2	0	-100	0	230	101300000	1000	0	0	-1	0
7319843	4006	0	0	-100	0	230	101300000	1000	0	0	-1	0
7332403	4007	0	0	-100	0	230	101300000	1000	0	0	-1	0
7344963	4010	0	0	-100	0	230	101300000	1000	0	0	-1	0
7688115	31	313	0	-100	0	230	101300000	1000	0	0	-1	1500
7700675	31	308	0	-100	0	230	101300000	1000	0	0	-1	1500
7713235	33	305	0	-100	0	230	101300000	1000	0	0	-1	1500
7725795	31	308	0	-100	0	230	101300000	1000	0	0	-1	1500
7738355	26	311	0	-100	0	230	101300000	1000	0	0	-1	1500
7750915	31	307	0	-100	0	230	101300000	1000	0	0	-1	1500
7763475	36	303	0	-100	0	230	101300000	1000	0	0	-1	1500
7776035	26	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7788595	29	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7801155	38	312	0	-100	0	230	101300000	1000	0	0	-1	1500
7813715	36	307	0	-100	0	230	101300000	1000	0	0	-1	1500
7826275	29	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7838835	31	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7851395	36	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7863955	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
7876515	26	307	0	-100	0	230	101300000	1000	0	0	-1	1500
7889075	36	305	0	-100	0	230	101300000	1000	0	0	-1	1500
7901635	26	312	0	-100	0	230	101300000	1000	0	0	-1	1500
7914195	29	307	0	-100	0	230	101300000	1000	0	0	-1	1500
7926755	36	305	0	-100	0	230	101300000	1000	0	0	-1	1500
7939315	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
7951875	31	308	0	-100	0	230	101300000	1000	0	0	-1	1500
7964435	36	302	0	-100	0	230	101300000	1000	0	0	-1	1500
7976995	29	310	0	-100	0	230	101300000	1000	0	0	-1	1500
7989555	29	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8002115	33	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8014675	33	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8027235	29	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8039795	33	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8052355	33	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8064915	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8077475	31	305	0	-100	0	230	101300000	1000	0	0	-1	1500
8090035	33	305	0	-100	0	230	101300000	1000	0	0	-1	1500
8102595	31	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8115155	33	312	0	-100	0	230	101300000	1000	0	0	-1	1500
8127715	26	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8140275	33	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8152835	31	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8165395	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8177955	29	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8190515	36	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8203075	29	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8215635	31	310	0	-100	0	230	101300000	1000	0	0	-1	1500
8228195	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8240755	33	303	0	-100	0	230	101300000	1000	0	0	-1	1500
8253315	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8265875	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8278435	29	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8290995	36	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8303555	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8316115	31	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8328675	29	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8341235	36	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8353795	38	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8366355	26	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8378915	29	310	0	-100	0	230	101300000	1000	0	0	-1	1500
8391475	26	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8404035	29	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8416595	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8429155	38	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8441715	36	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8454275	36	303	0	-100	0	230	101300000	1000	0	0	-1	1500
8466835	36	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8479395	36	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8491955	29	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8504515	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8517075	26	310	0	-100	0	230	101300000	1000	0	0	-1	1500
8529635	31	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8542195	33	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8554755	29	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8567315	33	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8579875	36	303	0	-100	0	230	101300000	1000	0	0	-1	1500
8592435	36	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8604995	26	313	0	-100	0	230	101300000	1000	0	0	-1	1500
8617555	29	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8630115	29	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8642675	29	304	0	-100	0	230	101300000	1000	0	0	-1	1500
8655235	33	305	0	-100	0	230	101300000	1000	0	0	-1	1500
8667795	33	304	0	-100	0	230	101300000	1000	0	0	-1	1500
8680355	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8692915	26	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8705475	29	312	0	-100	0	230	101300000	1000	0	0	-1	1500
8718035	29	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8730595	33	304	0	-100	0	230	101300000	1000	0	0	-1	1500
8743155	41	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8755715	29	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8768275	26	310	0	-100	0	230	101300000	1000	0	0	-1	1500
8780835	31	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8793395	33	305	0	-100	0	230	101300000	1000	0	0	-1	1500
8805955	33	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8818515	29	311	0	-100	0	230	101300000	1000	0	0	-1	1500
8831075	31	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8843635	31	304	0	-100	0	230	101300000	1000	0	0	-1	1500
8856195	31	309	0	-100	0	230	101300000	1000	0	0	-1	1500
8868755	31	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8881315	33	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8893875	33	302	0	-100	0	230	101300000	1000	0	0	-1	1500
8906435	36	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8918995	29	306	0	-100	0	230	101300000	1000	0	0	-1	1500
8931555	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8944115	29	312	0	-100	0	230	101300000	1000	0	0	-1	1500
8956675	33	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8969235	36	307	0	-100	0	230	101300000	1000	0	0	-1	1500
8981795	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
8994355	26	308	0	-100	0	230	101300000	1000	0	0	-1	1500
