power	voltage	current	rpm	windSpeed	pitchAngle	temperature	ambientPressure	humidity	accelerationX	accelerationY	accelerationZ	currentSink	timestamp
272.5	1250	218	2165	76	200	230	101300000	1000	0	0	-1	150	289615956
286.824	1292	222	2159	76	200	230	101300000	1000	0	0	-1	150	289628516
272.335	1255	217	2157	76	200	230	101300000	1000	0	0	-1	150	289641076
297.259	1333	223	2151	76	200	230	101300000	1000	0	0	-1	150	289653636
281.664	1304	216	2163	76	200	230	101300000	1000	0	0	-1	150	289666196
301.476	1358	222	2157	76	200	230	101300000	1000	0	0	-1	150	289678756
288.176	1328	217	2159	76	200	230	101300000	1000	0	0	-1	150	289691316
290.594	1333	218	2157	76	200	230	101300000	1000	0	0	-1	150	289703876
287.268	1294	222	2151	76	200	230	101300000	1000	0	0	-1	150	289716436
284.771	1277	223	2153	76	200	230	101300000	1000	0	0	-1	150	289728996
281.82	1281	220	2154	76	200	230	101300000	1000	0	0	-1	150	289741556
273.969	1251	219	2157	76	200	230	101300000	1000	0	0	-1	150	289754116
287.447	1289	223	2153	76	200	230	101300000	1000	0	0	-1	150	289766676
293.022	1338	219	2154	76	200	230	101300000	1000	0	0	-1	150	289779236
297.705	1335	223	2156	76	200	230	101300000	1000	0	0	-1	150	289791796
280.364	1292	217	2163	76	200	230	101300000	1000	0	0	-1	150	289804356
304.395	1365	223	2156	76	200	230	101300000	1000	0	0	-1	150	289816916
281.656	1292	218	2166	76	200	230	101300000	1000	0	0	-1	150	289829476
285.336	1321	216	2153	76	200	230	101300000	1000	0	0	-1	150	289842036
279.9	1244	225	2159	76	200	230	101300000	1000	0	0	-1	150	289854596
284.206	1286	221	2162	76	200	230	101300000	1000	0	0	-1	150	289867156
273.154	1253	218	2160	76	200	230	101300000	1000	0	0	-1	150	289879716
284.175	1263	225	2159	76	200	230	101300000	1000	0	0	-1	150	289892276
276.024	1272	217	2153	76	200	230	101300000	1000	0	0	-1	150	289904836
295.456	1319	224	2163	76	200	230	101300000	1000	0	0	-1	150	289917396
285.144	1308	218	2157	76	200	230	101300000	1000	0	0	-1	150	289929956
295.698	1338	221	2162	76	200	230	101300000	1000	0	0	-1	150	289942516
291.684	1338	218	2154	76	200	230	101300000	1000	0	0	-1	150	289955076
291.051	1329	219	2156	76	200	230	101300000	1000	0	0	-1	150	289967636
282.828	1274	222	2151	76	200	230	101300000	1000	0	0	-1	150	289980196
284.919	1301	219	2159	76	200	230	101300000	1000	0	0	-1	150	289992756
284.826	1283	222	2160	76	200	230	101300000	1000	0	0	-1	150	290005316
280.147	1291	217	2154	76	200	230	101300000	1000	0	0	-1	150	290017876
279.565	1265	221	2156	76	200	230	101300000	1000	0	0	-1	150	290030436
298.546	1321	226	2156	76	200	230	101300000	1000	0	0	-1	150	290042996
282.096	1306	216	2163	76	200	230	101300000	1000	0	0	-1	150	290055556
294.8	1340	220	2153	76	200	230	101300000	1000	0	0	-1	150	290068116
287.496	1331	216	2165	76	200	230	101300000	1000	0	0	-1	150	290080676
290.346	1302	223	2153	76	200	230	101300000	1000	0	0	-1	150	290093236
282.828	962	294	2081	76	200	230	101300000	1000	0	0	-1	200	305587916
267.003	899	297	2078	76	200	230	101300000	1000	0	0	-1	200	305600476
278.369	931	299	2074	76	200	230	101300000	1000	0	0	-1	200	305613036
280.8	936	300	2083	76	200	230	101300000	1000	0	0	-1	200	305625596
284.517	939	303	2074	76	200	230	101300000	1000	0	0	-1	200	305638156
283.276	938	302	2083	76	200	230	101300000	1000	0	0	-1	200	305650716
272.67	894	305	2077	76	200	230	101300000	1000	0	0	-1	200	305663276
260.452	874	298	2077	76	200	230	101300000	1000	0	0	-1	200	305675836
256.04	865	296	2075	76	200	230	101300000	1000	0	0	-1	200	305688396
266.923	911	293	2078	76	200	230	101300000	1000	0	0	-1	200	305700956
262.55	890	295	2080	76	200	230	101300000	1000	0	0	-1	200	305713516
290.248	994	292	2074	76	200	230	101300000	1000	0	0	-1	200	305726076
289.69	982	295	2085	76	200	230	101300000	1000	0	0	-1	200	305738636
285.545	955	299	2074	76	200	230	101300000	1000	0	0	-1	200	305751196
280.833	933	301	2077	76	200	230	101300000	1000	0	0	-1	200	305763756
267.306	894	299	2085	76	200	230	101300000	1000	0	0	-1	200	305776316
276.415	937	295	2077	76	200	230	101300000	1000	0	0	-1	200	305788876
292.236	994	294	2091	76	200	230	101300000	1000	0	0	-1	200	305801436
288.236	964	299	2065	76	200	230	101300000	1000	0	0	-1	200	305813996
282.24	960	294	2078	76	200	230	101300000	1000	0	0	-1	200	305826556
301.35	1025	294	2074	76	200	230	101300000	1000	0	0	-1	200	305839116
275.772	938	294	2081	76	200	230	101300000	1000	0	0	-1	200	305851676
277.648	938	296	2081	76	200	230	101300000	1000	0	0	-1	200	305864236
281.358	957	294	2083	76	200	230	101300000	1000	0	0	-1	200	305876796
272.616	921	296	2075	76	200	230	101300000	1000	0	0	-1	200	305889356
298.782	1006	297	2078	76	200	230	101300000	1000	0	0	-1	200	305901916
285.9	953	300	2081	76	200	230	101300000	1000	0	0	-1	200	305914476
297.689	989	301	2078	76	200	230	101300000	1000	0	0	-1	200	305927036
310.154	1027	302	2078	76	200	230	101300000	1000	0	0	-1	200	305939596
285.175	935	305	2077	76	200	230	101300000	1000	0	0	-1	200	305952156
283.024	931	304	2074	76	200	230	101300000	1000	0	0	-1	200	305964716
282.699	933	303	2074	76	200	230	101300000	1000	0	0	-1	200	305977276
282.672	936	302	2075	76	200	230	101300000	1000	0	0	-1	200	305989836
287.33	974	295	2083	76	200	230	101300000	1000	0	0	-1	200	306002396
302.232	1028	294	2075	76	200	230	101300000	1000	0	0	-1	200	306014956
292.345	991	295	2088	76	200	230	101300000	1000	0	0	-1	200	306027516
291.755	989	295	2069	76	200	230	101300000	1000	0	0	-1	200	306040076
282.15	950	297	2075	76	200	230	101300000	1000	0	0	-1	200	306052636
270.882	909	298	2083	76	200	230	101300000	1000	0	0	-1	200	306065196
287.1	957	300	2080	76	200	230	101300000	1000	0	0	-1	200	306077756
304.818	1006	303	2081	76	200	230	101300000	1000	0	0	-1	200	306090316
297.616	979	304	2071	76	200	230	101300000	1000	0	0	-1	200	306102876
295.711	989	299	2080	76	200	230	101300000	1000	0	0	-1	200	306115436
301.455	1015	297	2071	76	200	230	101300000	1000	0	0	-1	200	306127996
281.358	957	294	2084	76	200	230	101300000	1000	0	0	-1	200	306140556
282.315	957	295	2074	76	200	230	101300000	1000	0	0	-1	200	306153116
277.3	940	295	2075	76	200	230	101300000	1000	0	0	-1	200	306165676
270.976	928	292	2074	76	200	230	101300000	1000	0	0	-1	200	306178236
296.352	1008	294	2075	76	200	230	101300000	1000	0	0	-1	200	306190796
280.608	948	296	2081	76	200	230	101300000	1000	0	0	-1	200	306203356
303.3	1011	300	2075	76	200	230	101300000	1000	0	0	-1	200	306215916
309.9	1033	300	2080	76	200	230	101300000	1000	0	0	-1	200	306228476
278.034	933	298	2072	76	200	230	101300000	1000	0	0	-1	200	306241036
281.06	940	299	2075	76	200	230	101300000	1000	0	0	-1	200	306253596
282.338	938	301	2084	76	200	230	101300000	1000	0	0	-1	200	306266156
276.874	926	299	2075	76	200	230	101300000	1000	0	0	-1	200	306278716
296.786	986	301	2084	76	200	230	101300000	1000	0	0	-1	200	306291276
311.664	1032	302	2066	76	200	230	101300000	1000	0	0	-1	200	306303836
295.96	980	302	2077	76	200	230	101300000	1000	0	0	-1	200	306316396
301.182	994	303	2063	76	200	230	101300000	1000	0	0	-1	200	306328956
282.555	945	299	2077	76	200	230	101300000	1000	0	0	-1	200	306341516
272.987	913	299	2077	76	200	230	101300000	1000	0	0	-1	200	306354076
285.186	957	298	2072	76	200	230	101300000	1000	0	0	-1	200	306366636
294.814	986	299	2078	76	200	230	101300000	1000	0	0	-1	200	306379196
295.412	988	299	2075	76	200	230	101300000	1000	0	0	-1	200	306391756
299.796	996	301	2077	76	200	230	101300000	1000	0	0	-1	200	306404316
295.711	989	299	2077	76	200	230	101300000	1000	0	0	-1	200	306416876
290.7	969	300	2081	76	200	230	101300000	1000	0	0	-1	200	306429436
280.77	955	294	2071	76	200	230	101300000	1000	0	0	-1	200	306441996
278.967	933	299	2080	76	200	230	101300000	1000	0	0	-1	200	306454556
277.101	933	297	2074	76	200	230	101300000	1000	0	0	-1	200	306467116
295.295	1001	295	2075	76	200	230	101300000	1000	0	0	-1	200	306479676
282.315	957	295	2081	76	200	230	101300000	1000	0	0	-1	200	306492236
301.49	1022	295	2074	76	200	230	101300000	1000	0	0	-1	200	306504796
303.841	1037	293	2084	76	200	230	101300000	1000	0	0	-1	200	306517356
274.055	929	295	2071	76	200	230	101300000	1000	0	0	-1	200	306529916
281.435	935	301	2074	76	200	230	101300000	1000	0	0	-1	200	306542476
281.736	936	301	2090	76	200	230	101300000	1000	0	0	-1	200	306555036
281.487	929	303	2078	76	200	230	101300000	1000	0	0	-1	200	306567596
299.886	993	302	2080	76	200	230	101300000	1000	0	0	-1	200	306580156
303.408	1008	301	2069	76	200	230	101300000	1000	0	0	-1	200	306592716
295.122	974	303	2075	76	200	230	101300000	1000	0	0	-1	200	306605276
296.808	996	298	2071	76	200	230	101300000	1000	0	0	-1	200	306617836
274.458	921	298	2080	76	200	230	101300000	1000	0	0	-1	200	306630396
271.105	919	295	2075	76	200	230	101300000	1000	0	0	-1	200	306642956
285.474	971	294	2072	76	200	230	101300000	1000	0	0	-1	200	306655516
288.414	981	294	2071	76	200	230	101300000	1000	0	0	-1	200	306668076
291.264	984	296	2080	76	200	230	101300000	1000	0	0	-1	200	306680636
289.1	980	295	2078	76	200	230	101300000	1000	0	0	-1	200	306693196
287.712	972	296	2072	76	200	230	101300000	1000	0	0	-1	200	306705756
281.725	955	295	2078	76	200	230	101300000	1000	0	0	-1	200	306718316
278.185	943	295	2077	76	200	230	101300000	1000	0	0	-1	200	306730876
269.399	901	299	2071	76	200	230	101300000	1000	0	0	-1	200	306743436
273.914	907	302	2080	76	200	230	101300000	1000	0	0	-1	200	306755996
294.3	981	300	2072	76	200	230	101300000	1000	0	0	-1	200	306768556
277.472	928	299	2084	76	200	230	101300000	1000	0	0	-1	200	306781116
297.804	996	299	2069	76	200	230	101300000	1000	0	0	-1	200	306793676
302.216	1021	296	2075	76	200	230	101300000	1000	0	0	-1	200	306806236
274.096	926	296	2066	76	200	230	101300000	1000	0	0	-1	200	306818796
277.89	942	295	2074	76	200	230	101300000	1000	0	0	-1	200	306831356
254.448	684	372	2047	76	200	230	101300000	1000	0	0	-1	250	319763436
277.512	746	372	2047	76	200	230	101300000	1000	0	0	-1	250	319775996
281.232	756	372	2044	76	200	230	101300000	1000	0	0	-1	250	319788556
275.632	749	368	2041	76	200	230	101300000	1000	0	0	-1	250	319801116
274.134	749	366	2050	76	200	230	101300000	1000	0	0	-1	250	319813676
299.892	804	373	2040	76	200	230	101300000	1000	0	0	-1	250	319826236
259.469	707	367	2052	76	200	230	101300000	1000	0	0	-1	250	319838796
262.922	703	374	2040	76	200	230	101300000	1000	0	0	-1	250	319851356
282.59	770	367	2044	76	200	230	101300000	1000	0	0	-1	250	319863916
298.078	797	374	2041	76	200	230	101300000	1000	0	0	-1	250	319876476
279.258	763	366	2049	76	200	230	101300000	1000	0	0	-1	250	319889036
284.599	763	373	2044	76	200	230	101300000	1000	0	0	-1	250	319901596
301.392	819	368	2044	76	200	230	101300000	1000	0	0	-1	250	319914156
259.656	698	372	2049	76	200	230	101300000	1000	0	0	-1	250	319926716
264.252	722	366	2046	76	200	230	101300000	1000	0	0	-1	250	319939276
281.976	758	372	2040	76	200	230	101300000	1000	0	0	-1	250	319951836
287.31	785	366	2049	76	200	230	101300000	1000	0	0	-1	250	319964396
280.874	751	374	2043	76	200	230	101300000	1000	0	0	-1	250	319976956
278.495	763	365	2050	76	200	230	101300000	1000	0	0	-1	250	319989516
301.92	816	370	2041	76	200	230	101300000	1000	0	0	-1	250	320002076
255.065	695	367	2044	76	200	230	101300000	1000	0	0	-1	250	320014636
255.5	700	365	2043	76	200	230	101300000	1000	0	0	-1	250	320027196
281.988	756	373	2044	76	200	230	101300000	1000	0	0	-1	250	320039756
283.446	783	362	2055	76	200	230	101300000	1000	0	0	-1	250	320052316
276.012	748	369	2041	76	200	230	101300000	1000	0	0	-1	250	320064876
276.718	754	367	2056	76	200	230	101300000	1000	0	0	-1	250	320077436
294.476	809	364	2036	76	200	230	101300000	1000	0	0	-1	250	320089996
254.331	693	367	2044	76	200	230	101300000	1000	0	0	-1	250	320102556
257.103	693	371	2058	76	200	230	101300000	1000	0	0	-1	250	320115116
276.696	756	366	2047	76	200	230	101300000	1000	0	0	-1	250	320127676
289.85	775	374	2056	76	200	230	101300000	1000	0	0	-1	250	320140236
278.208	756	368	2034	76	200	230	101300000	1000	0	0	-1	250	320152796
272.304	744	366	2049	76	200	230	101300000	1000	0	0	-1	250	320165356
297.542	802	371	2041	76	200	230	101300000	1000	0	0	-1	250	320177916
252.496	688	367	2049	76	200	230	101300000	1000	0	0	-1	250	320190476
261.1	700	373	2049	76	200	230	101300000	1000	0	0	-1	250	320203036
275.964	754	366	2043	76	200	230	101300000	1000	0	0	-1	250	320215596
278.186	758	367	2046	76	200	230	101300000	1000	0	0	-1	250	320228156
276.766	742	373	2043	76	200	230	101300000	1000	0	0	-1	250	320240716
274.866	751	366	2052	76	200	230	101300000	1000	0	0	-1	250	320253276
298.344	802	372	2046	76	200	230	101300000	1000	0	0	-1	250	320265836
256.2	700	366	2050	76	200	230	101300000	1000	0	0	-1	250	320278396
261.75	698	375	2041	76	200	230	101300000	1000	0	0	-1	250	320290956
273.364	751	364	2049	76	200	230	101300000	1000	0	0	-1	250	320303516
281.218	758	371	2047	76	200	230	101300000	1000	0	0	-1	250	320316076
270.465	741	365	2046	76	200	230	101300000	1000	0	0	-1	250	320328636
281.996	754	374	2049	76	200	230	101300000	1000	0	0	-1	250	320341196
300.76	824	365	2046	76	200	230	101300000	1000	0	0	-1	250	320353756
262.922	703	374	2049	76	200	230	101300000	1000	0	0	-1	250	320366316
262.405	715	367	2047	76	200	230	101300000	1000	0	0	-1	250	320378876
282	752	375	2046	76	200	230	101300000	1000	0	0	-1	250	320391436
287.04	780	368	2049	76	200	230	101300000	1000	0	0	-1	250	320403996
277.87	751	370	2044	76	200	230	101300000	1000	0	0	-1	250	320416556
276.351	753	367	2055	76	200	230	101300000	1000	0	0	-1	250	320429116
299.839	817	367	2043	76	200	230	101300000	1000	0	0	-1	250	320441676
263.41	710	371	2046	76	200	230	101300000	1000	0	0	-1	250	320454236
263.856	717	368	2044	76	200	230	101300000	1000	0	0	-1	250	320466796
283.853	761	373	2046	76	200	230	101300000	1000	0	0	-1	250	320479356
283.691	773	367	2059	76	200	230	101300000	1000	0	0	-1	250	320491916
279.72	756	370	2037	76	200	230	101300000	1000	0	0	-1	250	320504476
280.809	761	369	2059	76	200	230	101300000	1000	0	0	-1	250	320517036
302.128	821	368	2037	76	200	230	101300000	1000	0	0	-1	250	320529596
263.004	707	372	2052	76	200	230	101300000	1000	0	0	-1	250	320542156
259.407	703	369	2056	76	200	230	101300000	1000	0	0	-1	250	320554716
269.328	744	362	2050	76	200	230	101300000	1000	0	0	-1	250	320567276
269.306	722	373	2052	76	200	230	101300000	1000	0	0	-1	250	320579836
276.368	751	368	2043	76	200	230	101300000	1000	0	0	-1	250	320592396
279.624	764	366	2052	76	200	230	101300000	1000	0	0	-1	250	320604956
296.484	797	372	2046	76	200	230	101300000	1000	0	0	-1	250	320617516
262.788	718	366	2053	76	200	230	101300000	1000	0	0	-1	250	320630076
260.145	705	369	2050	76	200	230	101300000	1000	0	0	-1	250	320642636
271.58	734	370	2043	76	200	230	101300000	1000	0	0	-1	250	320655196
259.86	710	366	2044	76	200	230	101300000	1000	0	0	-1	250	320667756
276.024	744	371	2050	76	200	230	101300000	1000	0	0	-1	250	320680316
279.258	763	366	2050	76	200	230	101300000	1000	0	0	-1	250	320692876
286.041	771	371	2047	76	200	230	101300000	1000	0	0	-1	250	320705436
268.263	727	369	2050	76	200	230	101300000	1000	0	0	-1	250	320717996
262.219	703	373	2047	76	200	230	101300000	1000	0	0	-1	250	320730556
271.56	744	365	2046	76	200	230	101300000	1000	0	0	-1	250	320743116
264.792	708	374	2052	76	200	230	101300000	1000	0	0	-1	250	320755676
277.452	756	367	2043	76	200	230	101300000	1000	0	0	-1	250	320768236
283.65	775	366	2052	76	200	230	101300000	1000	0	0	-1	250	320780796
280.476	756	371	2047	76	200	230	101300000	1000	0	0	-1	250	320793356
272.314	734	371	2052	76	200	230	101300000	1000	0	0	-1	250	320805916
262.08	720	364	2047	76	200	230	101300000	1000	0	0	-1	250	320818476
262.405	715	367	2046	76	200	230	101300000	1000	0	0	-1	250	320831036
255.878	686	373	2056	76	200	230	101300000	1000	0	0	-1	250	320843596
269.73	729	370	2046	76	200	230	101300000	1000	0	0	-1	250	320856156
277.452	756	367	2061	76	200	230	101300000	1000	0	0	-1	250	320868716
267.156	724	369	2041	76	200	230	101300000	1000	0	0	-1	250	320881276
263.41	710	371	2046	76	200	230	101300000	1000	0	0	-1	250	320893836
244.854	669	366	2036	76	200	230	101300000	1000	0	0	-1	250	320906396
270.474	739	366	2050	76	200	230	101300000	1000	0	0	-1	250	320918956
263.41	710	371	2058	76	200	230	101300000	1000	0	0	-1	250	320931516
295.65	810	365	2037	76	200	230	101300000	1000	0	0	-1	250	320944076
294.093	797	369	2055	76	200	230	101300000	1000	0	0	-1	250	320956636
283.728	771	368	2040	76	200	230	101300000	1000	0	0	-1	250	320969196
286.994	782	367	2050	76	200	230	101300000	1000	0	0	-1	250	320981756
271.952	739	368	2052	76	200	230	101300000	1000	0	0	-1	250	320994316
262.435	719	365	2053	76	200	230	101300000	1000	0	0	-1	250	321006876
136.35	303	450	1904	76	200	230	101300000	1000	0	0	-1	300	343820276
132.455	295	449	1911	76	200	230	101300000	1000	0	0	-1	300	343832836
171.325	385	445	1898	76	200	230	101300000	1000	0	0	-1	300	343845396
170.818	383	446	1913	76	200	230	101300000	1000	0	0	-1	300	343857956
162.06	365	444	1898	76	200	230	101300000	1000	0	0	-1	300	343870516
152.086	341	446	1891	76	200	230	101300000	1000	0	0	-1	300	343883076
149.856	336	446	1894	76	200	230	101300000	1000	0	0	-1	300	343895636
173.25	385	450	1899	76	200	230	101300000	1000	0	0	-1	300	343908196
180.238	397	454	1907	76	200	230	101300000	1000	0	0	-1	300	343920756
170.856	378	452	1901	76	200	230	101300000	1000	0	0	-1	300	343933316
160.912	356	452	1901	76	200	230	101300000	1000	0	0	-1	300	343945876
149.966	334	449	1898	76	200	230	101300000	1000	0	0	-1	300	343958436
169.342	373	454	1899	76	200	230	101300000	1000	0	0	-1	300	343970996
174.195	395	441	1899	76	200	230	101300000	1000	0	0	-1	300	343983556
161.535	363	445	1888	76	200	230	101300000	1000	0	0	-1	300	343996116
154.456	344	449	1905	76	200	230	101300000	1000	0	0	-1	300	344008676
158.097	349	453	1902	76	200	230	101300000	1000	0	0	-1	300	344021236
169.5	375	452	1896	76	200	230	101300000	1000	0	0	-1	300	344033796
173.94	390	446	1914	76	200	230	101300000	1000	0	0	-1	300	344046356
167.696	376	446	1888	76	200	230	101300000	1000	0	0	-1	300	344058916
156.897	351	447	1895	76	200	230	101300000	1000	0	0	-1	300	344071476
174.44	392	445	1898	76	200	230	101300000	1000	0	0	-1	300	344084036
165.75	375	442	1892	76	200	230	101300000	1000	0	0	-1	300	344096596
154.86	348	445	1907	76	200	230	101300000	1000	0	0	-1	300	344109156
152.048	344	442	1896	76	200	230	101300000	1000	0	0	-1	300	344121716
132.312	298	444	1902	76	200	230	101300000	1000	0	0	-1	300	344134276
146.744	332	442	1896	76	200	230	101300000	1000	0	0	-1	300	344146836
153.624	346	444	1895	76	200	230	101300000	1000	0	0	-1	300	344159396
146.076	329	444	1901	76	200	230	101300000	1000	0	0	-1	300	344171956
166.125	375	443	1889	76	200	230	101300000	1000	0	0	-1	300	344184516
151.506	342	443	1901	76	200	230	101300000	1000	0	0	-1	300	344197076
159.562	361	442	1904	76	200	230	101300000	1000	0	0	-1	300	344209636
170.435	383	445	1889	76	200	230	101300000	1000	0	0	-1	300	344222196
154.956	349	444	1908	76	200	230	101300000	1000	0	0	-1	300	344234756
165.466	371	446	1888	76	200	230	101300000	1000	0	0	-1	300	344247316
146.734	329	446	1895	76	200	230	101300000	1000	0	0	-1	300	344259876
150.516	339	444	1905	76	200	230	101300000	1000	0	0	-1	300	344272436
172.215	387	445	1889	76	200	230	101300000	1000	0	0	-1	300	344284996
168.596	373	452	1905	76	200	230	101300000	1000	0	0	-1	300	344297556
170.478	378	451	1894	76	200	230	101300000	1000	0	0	-1	300	344310116
171.967	383	449	1895	76	200	230	101300000	1000	0	0	-1	300	344322676
169.1	380	445	1898	76	200	230	101300000	1000	0	0	-1	300	344335236
206.514	462	447	1889	76	200	230	101300000	1000	0	0	-1	300	344347796
209.568	472	444	1898	76	200	230	101300000	1000	0	0	-1	300	344360356
204.24	460	444	1896	76	200	230	101300000	1000	0	0	-1	300	344372916
203.81	458	445	1896	76	200	230	101300000	1000	0	0	-1	300	344385476
207.815	467	445	1898	76	200	230	101300000	1000	0	0	-1	300	344398036
233.258	523	446	1885	76	200	230	101300000	1000	0	0	-1	300	344410596
236.91	530	447	1901	76	200	230	101300000	1000	0	0	-1	300	344423156
209.62	470	446	1886	76	200	230	101300000	1000	0	0	-1	300	344435716
219.83	494	445	1891	76	200	230	101300000	1000	0	0	-1	300	344448276
226.505	509	445	1910	76	200	230	101300000	1000	0	0	-1	300	344460836
237.54	535	444	1891	76	200	230	101300000	1000	0	0	-1	300	344473396
248.422	557	446	1902	76	200	230	101300000	1000	0	0	-1	300	344485956
214.592	479	448	1892	76	200	230	101300000	1000	0	0	-1	300	344498516
224.949	501	449	1894	76	200	230	101300000	1000	0	0	-1	300	344511076
233.1	518	450	1899	76	200	230	101300000	1000	0	0	-1	300	344523636
217.382	482	451	1891	76	200	230	101300000	1000	0	0	-1	300	344536196
217.44	480	453	1898	76	200	230	101300000	1000	0	0	-1	300	344548756
193.908	429	452	1892	76	200	230	101300000	1000	0	0	-1	300	344561316
166.95	371	450	1895	76	200	230	101300000	1000	0	0	-1	300	344573876
183.752	412	446	1901	76	200	230	101300000	1000	0	0	-1	300	344586436
115.062	254	453	1880	76	200	230	101300000	1000	0	0	-1	300	344598996
121.408	271	448	1901	76	200	230	101300000	1000	0	0	-1	300	344611556
114.108	257	444	1886	76	200	230	101300000	1000	0	0	-1	300	344624116
117.744	264	446	1891	76	200	230	101300000	1000	0	0	-1	300	344636676
139.216	308	452	1908	76	200	230	101300000	1000	0	0	-1	300	344649236
124.476	276	451	1888	76	200	230	101300000	1000	0	0	-1	300	344661796
114.408	252	454	1902	76	200	230	101300000	1000	0	0	-1	300	344674356
143.04	320	447	1892	76	200	230	101300000	1000	0	0	-1	300	344686916
148.964	334	446	1892	76	200	230	101300000	1000	0	0	-1	300	344699476
159.132	356	447	1901	76	200	230	101300000	1000	0	0	-1	300	344712036
158.85	353	450	1888	76	200	230	101300000	1000	0	0	-1	300	344724596
139.992	307	456	1898	76	200	230	101300000	1000	0	0	-1	300	344737156
144	320	450	1894	76	200	230	101300000	1000	0	0	-1	300	344749716
161.006	361	446	1895	76	200	230	101300000	1000	0	0	-1	300	344762276
164.28	370	444	1898	76	200	230	101300000	1000	0	0	-1	300	344774836
167.832	378	444	1885	76	200	230	101300000	1000	0	0	-1	300	344787396
153.424	344	446	1899	76	200	230	101300000	1000	0	0	-1	300	344799956
157.599	351	449	1899	76	200	230	101300000	1000	0	0	-1	300	344812516
179.6	400	449	1889	76	200	230	101300000	1000	0	0	-1	300	344825076
165.066	366	451	1908	76	200	230	101300000	1000	0	0	-1	300	344837636
155.008	346	448	1888	76	200	230	101300000	1000	0	0	-1	300	344850196
133.802	298	449	1888	76	200	230	101300000	1000	0	0	-1	300	344862756
130.464	288	453	1892	76	200	230	101300000	1000	0	0	-1	300	344875316
163.894	361	454	1889	76	200	230	101300000	1000	0	0	-1	300	344887876
168.596	373	452	1899	76	200	230	101300000	1000	0	0	-1	300	344900436
156.003	349	447	1896	76	200	230	101300000	1000	0	0	-1	300	344912996
151.302	334	453	1898	76	200	230	101300000	1000	0	0	-1	300	344925556
202.048	448	451	1891	76	200	230	101300000	1000	0	0	-1	300	344938116
235.492	521	452	1891	76	200	230	101300000	1000	0	0	-1	300	344950676
235.873	523	451	1895	76	200	230	101300000	1000	0	0	-1	300	344963236
224.147	497	451	1882	76	200	230	101300000	1000	0	0	-1	300	344975796
212.8	475	448	1898	76	200	230	101300000	1000	0	0	-1	300	344988356
220.05	489	450	1896	76	200	230	101300000	1000	0	0	-1	300	345000916
235.492	521	452	1886	76	200	230	101300000	1000	0	0	-1	300	345013476
226.135	497	455	1905	76	200	230	101300000	1000	0	0	-1	300	345026036
230.461	511	451	1886	76	200	230	101300000	1000	0	0	-1	300	345038596
211.551	467	453	1885	76	200	230	101300000	1000	0	0	-1	300	345051156
237.752	526	452	1899	76	200	230	101300000	1000	0	0	-1	300	345063716
34.505	67	515	1822	76	200	230	101300000	1000	0	0	-1	350	355153876
36.12	70	516	1810	76	200	230	101300000	1000	0	0	-1	350	355166436
69.93	135	518	1809	76	200	230	101300000	1000	0	0	-1	350	355178996
38.775	75	517	1822	76	200	230	101300000	1000	0	0	-1	350	355191556
35.84	70	512	1809	76	200	230	101300000	1000	0	0	-1	350	355204116
38.85	75	518	1817	76	200	230	101300000	1000	0	0	-1	350	355216676
42.23	82	515	1822	76	200	230	101300000	1000	0	0	-1	350	355229236
48.786	94	519	1809	76	200	230	101300000	1000	0	0	-1	350	355241796
35.041	67	523	1820	76	200	230	101300000	1000	0	0	-1	350	355254356
39.375	75	525	1810	76	200	230	101300000	1000	0	0	-1	350	355266916
58.873	113	521	1810	76	200	230	101300000	1000	0	0	-1	350	355279476
40.271	77	523	1820	76	200	230	101300000	1000	0	0	-1	350	355292036
33.735	65	519	1813	76	200	230	101300000	1000	0	0	-1	350	355304596
45.066	87	518	1819	76	200	230	101300000	1000	0	0	-1	350	355317156
45.924	89	516	1820	76	200	230	101300000	1000	0	0	-1	350	355329716
46.102	89	518	1809	76	200	230	101300000	1000	0	0	-1	350	355342276
34.974	67	522	1820	76	200	230	101300000	1000	0	0	-1	350	355354836
37.152	72	516	1812	76	200	230	101300000	1000	0	0	-1	350	355367396
60.088	116	518	1810	76	200	230	101300000	1000	0	0	-1	350	355379956
57.387	111	517	1820	76	200	230	101300000	1000	0	0	-1	350	355392516
39.732	77	516	1813	76	200	230	101300000	1000	0	0	-1	350	355405076
37.008	72	514	1817	76	200	230	101300000	1000	0	0	-1	350	355417636
60.77	118	515	1816	76	200	230	101300000	1000	0	0	-1	350	355430196
81.012	157	516	1810	76	200	230	101300000	1000	0	0	-1	350	355442756
50.343	97	519	1823	76	200	230	101300000	1000	0	0	-1	350	355455316
34.773	67	519	1809	76	200	230	101300000	1000	0	0	-1	350	355467876
36.82	70	526	1813	76	200	230	101300000	1000	0	0	-1	350	355480436
60.088	116	518	1813	76	200	230	101300000	1000	0	0	-1	350	355492996
62.92	121	520	1810	76	200	230	101300000	1000	0	0	-1	350	355505556
42.558	82	519	1819	76	200	230	101300000	1000	0	0	-1	350	355518116
34.304	67	512	1819	76	200	230	101300000	1000	0	0	-1	350	355530676
44.805	87	515	1813	76	200	230	101300000	1000	0	0	-1	350	355543236
39.809	77	517	1825	76	200	230	101300000	1000	0	0	-1	350	355555796
32.256	63	512	1807	76	200	230	101300000	1000	0	0	-1	350	355568356
45.327	87	521	1810	76	200	230	101300000	1000	0	0	-1	350	355580916
34.706	67	518	1809	76	200	230	101300000	1000	0	0	-1	350	355593476
